Type,Conference,Team,Color Name,Hex,Primary,Secondary
NCAA D1,Missouri Valley,Indiana State Sycamores,Royal Blue,#0142BC,1,0
NCAA D1,Missouri Valley,Indiana State Sycamores,White,#FFFFFF,0,1
NCAA D1,Missouri Valley,Southern Illinois Salukis,Maroon,#720000,1,0
NCAA D1,Missouri Valley,Southern Illinois Salukis,Black,#000000,0,1
NCAA D1,Big Ten,Michigan State Spartans,Green,#18453B,1,0
NCAA D1,Big Ten,Michigan State Spartans,White,#FFFFFF,0,1
NCAA D1,American Athletic,FAU Owls,Blue,#003366,1,0
NCAA D1,American Athletic,FAU Owls,Red,#CC0000,0,1
NCAA D1,Atlantic Sun,Bellarmine Knights,Scarlet,#752936,1,0
NCAA D1,Atlantic Sun,Bellarmine Knights,Silver,#C8C8C8,0,1
NCAA D1,Atlantic Sun,Queens Royals,Blue,#192C66,1,0
NCAA D1,Atlantic Sun,Queens Royals,Gold,#857040,0,1
NCAA D1,CAA,Monmouth Hawks,Midnight Blue,#041E42,1,0
NCAA D1,CAA,Monmouth Hawks,Grey,#53565A,0,1
NCAA D1,CAA,NC A&T Aggies,Yellow,#F3B237,1,0
NCAA D1,CAA,NC A&T Aggies,Blue,#003D6D,0,1
NCAA D1,Big West,Cal State Bakersfield Roadrunners,Blue,#003594,1,0
NCAA D1,Big West,Cal State Bakersfield Roadrunners,Gold,#FFC72C,0,1
NCAA D1,Big West,Cal State Northridge Matadors,Red,#CE1126,1,0
NCAA D1,Big West,Cal State Northridge Matadors,Silver,#D1CEC6,0,1
NCAA D1,Big West,UC San Diego Tritons,Blue,#182B49,1,0
NCAA D1,Big West,UC San Diego Tritons,Gold,#FFCD00,0,1
NCAA D1,Horizon League,Purdue Fort Wayne Mastodons,Blue,#002F6C,1,0
NCAA D1,Horizon League,Purdue Fort Wayne Mastodons,Black,#000000,0,1
NCAA D1,Mountain West,Nevada Wolf Pack,Navy Blue,#003366,1,0
NCAA D1,Mountain West,Nevada Wolf Pack,Gray,#807F84,0,1
NCAA D1,Patriot League,Colgate Raiders,Maroon,#821019,1,0
NCAA D1,Patriot League,Colgate Raiders,White,#FFFFFF,0,1
NCAA D1,SWAC,Grambling State Tigers,Gold,#EAA921,1,0
NCAA D1,SWAC,Grambling State Tigers,Black,#000000,0,1
NCAA D1,America East,NJIT Highlanders,NJIT Red,#D22630,1,0
NCAA D1,America East,NJIT Highlanders,Navy Blue,#071D49,0,1
NCAA D1,Summit League,St. Thomas Tommies,Tommie Purple,#512773,1,0
NCAA D1,Summit League,St. Thomas Tommies,Gray,#98999B,0,1
NCAA D1,Sun Belt,Louisiana-Monroe Warhawks,Warhawk Maroon,#840029,1,0
NCAA D1,Sun Belt,Louisiana-Monroe Warhawks,Heritage Gold,#FDB913,0,1
NCAA D1,WAC,Tarleton State Texans,Purple,#4F2D7F,1,0
NCAA D1,WAC,Tarleton State Texans,White,#FFFFFF,0,1
NCAA D1,WAC,UT Arlington Mavericks,Orange,#F58025,1,0
NCAA D1,WAC,UT Arlington Mavericks,Blue,#0064B1,0,1
NCAA D1,WAC,Utah Tech Trailblazers,Red,#BA1C21,1,0
NCAA D1,WAC,Utah Tech Trailblazers,Blue,#0C233F,0,1
NCAA D1,Northeast Conference,Stonehill Skyhawks,Purple,#2F2975,1,0
NCAA D1,Northeast Conference,Stonehill Skyhawks,White,#FFFFFF,0,1
NCAA D1,MAC,University of Massachusetts Minutemen,RED,#971B2F,1,0
NCAA D1,MAC,University of Massachusetts Minutemen,DARK RED,#572932,0,1
NCAA D1,MAC,University of Massachusetts Minutemen,GREY,#B1B3B3,0,0
NCAA D1,Conference USA,Delaware Blue Hens,Delaware Blue,#00539F,1,0
NCAA D1,Conference USA,Delaware Blue Hens,Yellow,#FFDD31,0,1
NCAA D1,Conference USA,Delaware Blue Hens,Delaware Yellow-Gold,#FFD200,0,0
NCAA D1,Conference USA,Missouri State Bears,MISSOURI STATE MAROON,#5E0009,1,0
NCAA D1,Conference USA,Missouri State Bears,White,#FFFFFF,0,1
